"","qID","sID","condition","final_choice","tNo","cID","rating","terminate"
"677",9,98,"no",0,1,1,-2,0
"678",9,98,"no",0,2,2,-2,0
"679",9,98,"no",0,3,1,-1,-1
"680",9,99,"no",1,1,1,-3,0
"681",9,99,"no",1,2,4,2,0
"682",9,99,"no",1,3,4,3,0
"683",9,99,"no",1,4,1,-2,0
"684",9,99,"no",1,5,4,3,0
"685",9,99,"no",1,6,1,-2,1
"686",9,100,"no",0,1,1,-3,0
"687",9,100,"no",0,2,1,-3,0
"688",9,100,"no",0,3,4,3,0
"689",9,100,"no",0,4,4,3,0
"690",9,100,"no",0,5,4,3,0
"691",9,100,"no",0,6,4,3,0
"692",9,100,"no",0,7,4,3,0
"693",9,100,"no",0,8,4,3,0
"694",9,100,"no",0,9,4,1,0
"695",9,100,"no",0,10,4,3,0
"696",9,100,"no",0,11,4,3,0
"697",9,100,"no",0,12,4,3,0
"698",9,100,"no",0,13,4,3,0
"699",9,100,"no",0,14,4,2,0
"700",9,100,"no",0,15,4,3,0
"701",9,100,"no",0,16,4,3,0
"702",9,100,"no",0,17,4,3,0
"703",9,100,"no",0,18,4,3,0
"704",9,100,"no",0,19,4,3,0
"705",9,100,"no",0,20,4,3,0
"706",9,100,"no",0,21,4,3,-1
"707",9,101,"no",1,1,1,-2,0
"708",9,101,"no",1,2,4,3,0
"709",9,101,"no",1,3,4,2,0
"710",9,101,"no",1,4,3,0,0
"711",9,101,"no",1,5,1,-1,0
"712",9,101,"no",1,6,4,3,0
"713",9,101,"no",1,7,1,-1,0
"714",9,101,"no",1,8,1,-3,0
"715",9,101,"no",1,9,2,-2,0
"716",9,101,"no",1,10,4,3,0
"717",9,101,"no",1,11,1,-1,0
"718",9,101,"no",1,12,4,2,0
"719",9,101,"no",1,13,4,2,1
"720",9,102,"yes",0,1,4,3,0
"721",9,102,"yes",0,2,4,3,-1
"722",9,103,"yes",1,1,4,1,0
"723",9,103,"yes",1,2,1,-2,0
"724",9,103,"yes",1,3,4,3,0
"725",9,103,"yes",1,4,4,3,0
"726",9,103,"yes",1,5,4,2,1
"727",9,104,"yes",1,1,4,3,0
"728",9,104,"yes",1,2,4,3,0
"729",9,104,"yes",1,3,4,2,0
"730",9,104,"yes",1,4,4,3,0
"731",9,104,"yes",1,5,4,3,0
"732",9,104,"yes",1,6,4,1,0
"733",9,104,"yes",1,7,4,3,0
"734",9,104,"yes",1,8,4,3,0
"735",9,104,"yes",1,9,4,3,0
"736",9,104,"yes",1,10,4,3,0
"737",9,104,"yes",1,11,4,1,0
"738",9,104,"yes",1,12,4,1,0
"739",9,104,"yes",1,13,4,2,0
"740",9,104,"yes",1,14,4,2,0
"741",9,104,"yes",1,15,4,2,0
"742",9,104,"yes",1,16,4,1,0
"743",9,104,"yes",1,17,4,2,0
"744",9,104,"yes",1,18,4,1,0
"745",9,104,"yes",1,19,4,3,0
"746",9,104,"yes",1,20,4,3,0
"747",9,104,"yes",1,21,4,2,1
"748",9,105,"yes",0,1,4,3,0
"749",9,105,"yes",0,2,4,3,0
"750",9,105,"yes",0,3,4,3,0
"751",9,105,"yes",0,4,4,3,0
"752",9,105,"yes",0,5,4,3,0
"753",9,105,"yes",0,6,4,3,0
"754",9,105,"yes",0,7,1,-3,0
"755",9,105,"yes",0,8,1,-2,0
"756",9,105,"yes",0,9,1,-1,0
"757",9,105,"yes",0,10,4,1,0
"758",9,105,"yes",0,11,1,-2,0
"759",9,105,"yes",0,12,4,3,0
"760",9,105,"yes",0,13,4,3,0
"761",9,105,"yes",0,14,1,-3,0
"762",9,105,"yes",0,15,4,2,0
"763",9,105,"yes",0,16,4,3,0
"764",9,105,"yes",0,17,4,1,0
"765",9,105,"yes",0,18,4,1,0
"766",9,105,"yes",0,19,4,1,0
"767",9,105,"yes",0,20,3,0,-1
"768",9,106,"yes",1,1,4,3,0
"769",9,106,"yes",1,2,3,0,0
"770",9,106,"yes",1,3,3,0,0
"771",9,106,"yes",1,4,3,0,0
"772",9,106,"yes",1,5,3,0,1
"773",9,107,"yes",0,1,4,2,0
"774",9,107,"yes",0,2,4,1,0
"775",9,107,"yes",0,3,3,0,0
"776",9,107,"yes",0,4,4,1,0
"777",9,107,"yes",0,5,3,0,-1
"778",9,108,"yes",1,1,4,2,0
"779",9,108,"yes",1,2,4,2,0
"780",9,108,"yes",1,3,4,2,0
"781",9,108,"yes",1,4,4,2,0
"782",9,108,"yes",1,5,4,2,0
"783",9,108,"yes",1,6,4,2,1
"784",9,109,"yes",1,1,4,3,0
"785",9,109,"yes",1,2,4,3,0
"786",9,109,"yes",1,3,4,3,0
"787",9,109,"yes",1,4,4,3,0
"788",9,109,"yes",1,5,4,3,0
"789",9,109,"yes",1,6,1,-2,0
"790",9,109,"yes",1,7,4,3,0
"791",9,109,"yes",1,8,4,2,0
"792",9,109,"yes",1,9,4,3,0
"793",9,109,"yes",1,10,3,0,1
"794",9,110,"yes",1,1,4,3,0
"795",9,110,"yes",1,2,4,3,0
"796",9,110,"yes",1,3,4,2,0
"797",9,110,"yes",1,4,4,3,0
"798",9,110,"yes",1,5,4,2,0
"799",9,110,"yes",1,6,4,3,1
"800",9,111,"yes",1,1,4,1,0
"801",9,111,"yes",1,2,4,2,0
"802",9,111,"yes",1,3,4,2,0
"803",9,111,"yes",1,4,4,2,0
"804",9,111,"yes",1,5,4,2,0
"805",9,111,"yes",1,6,4,2,0
"806",9,111,"yes",1,7,4,2,0
"807",9,111,"yes",1,8,4,1,0
"808",9,111,"yes",1,9,4,1,0
"809",9,111,"yes",1,10,4,2,1
"810",9,112,"yes",0,1,4,2,0
"811",9,112,"yes",0,2,1,-3,0
"812",9,112,"yes",0,3,4,1,0
"813",9,112,"yes",0,4,1,-3,-1
"814",9,113,"yes",1,1,4,2,0
"815",9,113,"yes",1,2,4,3,0
"816",9,113,"yes",1,3,4,2,0
"817",9,113,"yes",1,4,4,3,0
"818",9,113,"yes",1,5,4,1,0
"819",9,113,"yes",1,6,4,2,1
"820",9,114,"yes",0,1,4,2,0
"821",9,114,"yes",0,2,2,-1,0
"822",9,114,"yes",0,3,3,0,0
"823",9,114,"yes",0,4,1,-2,0
"824",9,114,"yes",0,5,1,-3,0
"825",9,114,"yes",0,6,1,-3,0
"826",9,114,"yes",0,7,3,0,0
"827",9,114,"yes",0,8,4,1,0
"828",9,114,"yes",0,9,1,-3,0
"829",9,114,"yes",0,10,1,-1,0
"830",9,114,"yes",0,11,3,0,0
"831",9,114,"yes",0,12,4,2,0
"832",9,114,"yes",0,13,1,-2,0
"833",9,114,"yes",0,14,2,-1,0
"834",9,114,"yes",0,15,1,-1,0
"835",9,114,"yes",0,16,1,-2,0
"836",9,114,"yes",0,17,2,-1,0
"837",9,114,"yes",0,18,3,0,0
"838",9,114,"yes",0,19,1,-1,0
"839",9,114,"yes",0,20,3,0,0
"840",9,114,"yes",0,21,1,-1,-1
"841",9,115,"yes",1,1,4,3,0
"842",9,115,"yes",1,2,4,3,0
"843",9,115,"yes",1,3,4,3,0
"844",9,115,"yes",1,4,5,3,0
"845",9,115,"yes",1,5,4,3,0
"846",9,115,"yes",1,6,4,3,0
"847",9,115,"yes",1,7,4,3,0
"848",9,115,"yes",1,8,4,3,0
"849",9,115,"yes",1,9,4,3,0
"850",9,115,"yes",1,10,4,3,0
"851",9,115,"yes",1,11,4,3,1
"852",9,116,"yes",1,1,4,3,0
"853",9,116,"yes",1,2,4,3,0
"854",9,116,"yes",1,3,4,3,0
"855",9,116,"yes",1,4,4,3,0
"856",9,116,"yes",1,5,1,-3,0
"857",9,116,"yes",1,6,4,1,0
"858",9,116,"yes",1,7,4,1,1
"859",9,117,"yes",0,1,4,3,0
"860",9,117,"yes",0,2,4,3,0
"861",9,117,"yes",0,3,4,3,0
"862",9,117,"yes",0,4,4,3,-1
"863",9,118,"yes",1,1,4,2,0
"864",9,118,"yes",1,2,4,2,0
"865",9,118,"yes",1,3,4,2,1
"866",9,119,"yes",1,1,4,3,0
"867",9,119,"yes",1,2,4,1,0
"868",9,119,"yes",1,3,4,3,0
"869",9,119,"yes",1,4,4,2,1
"870",9,120,"yes",1,1,4,2,0
"871",9,120,"yes",1,2,1,-3,0
"872",9,120,"yes",1,3,4,2,0
"873",9,120,"yes",1,4,1,-3,1
"874",9,121,"yes",0,1,4,3,0
"875",9,121,"yes",0,2,1,-3,0
"876",9,121,"yes",0,3,4,1,0
"877",9,121,"yes",0,4,4,2,0
"878",9,121,"yes",0,5,4,3,0
"879",9,121,"yes",0,6,4,2,0
"880",9,121,"yes",0,7,4,3,0
"881",9,121,"yes",0,8,4,3,0
"882",9,121,"yes",0,9,4,2,0
"883",9,121,"yes",0,10,4,3,0
"884",9,121,"yes",0,11,4,3,0
"885",9,121,"yes",0,12,4,3,0
"886",9,121,"yes",0,13,4,3,0
"887",9,121,"yes",0,14,4,3,0
"888",9,121,"yes",0,15,4,3,0
"889",9,121,"yes",0,16,4,2,0
"890",9,121,"yes",0,17,3,0,0
"891",9,121,"yes",0,18,4,1,0
"892",9,121,"yes",0,19,4,1,0
"893",9,121,"yes",0,20,1,-3,0
"894",9,121,"yes",0,21,1,-1,-1
"895",9,122,"yes",0,1,4,2,0
"896",9,122,"yes",0,2,3,0,0
"897",9,122,"yes",0,3,1,-1,0
"898",9,122,"yes",0,4,1,-1,0
"899",9,122,"yes",0,5,4,2,0
"900",9,122,"yes",0,6,3,0,0
"901",9,122,"yes",0,7,3,0,0
"902",9,122,"yes",0,8,1,-1,0
"903",9,122,"yes",0,9,3,0,-1
"904",9,123,"yes",1,1,4,3,0
"905",9,123,"yes",1,2,4,3,0
"906",9,123,"yes",1,3,4,3,0
"907",9,123,"yes",1,4,4,3,0
"908",9,123,"yes",1,5,4,3,0
"909",9,123,"yes",1,6,4,3,1
"910",9,124,"yes",1,1,4,2,0
"911",9,124,"yes",1,2,1,-2,0
"912",9,124,"yes",1,3,4,2,0
"913",9,124,"yes",1,4,1,-2,0
"914",9,124,"yes",1,5,4,2,0
"915",9,124,"yes",1,6,4,2,0
"916",9,124,"yes",1,7,4,2,1
"917",9,125,"yes",1,1,4,3,0
"918",9,125,"yes",1,2,4,3,0
"919",9,125,"yes",1,3,4,1,0
"920",9,125,"yes",1,4,4,2,0
"921",9,125,"yes",1,5,4,2,0
"922",9,125,"yes",1,6,4,3,0
"923",9,125,"yes",1,7,4,1,0
"924",9,125,"yes",1,8,4,2,0
"925",9,125,"yes",1,9,4,3,0
"926",9,125,"yes",1,10,4,3,0
"927",9,125,"yes",1,11,4,3,0
"928",9,125,"yes",1,12,4,3,1
"929",9,126,"yes",1,1,4,3,0
"930",9,126,"yes",1,2,4,3,0
"931",9,126,"yes",1,3,4,3,0
"932",9,126,"yes",1,4,4,3,0
"933",9,126,"yes",1,5,4,3,0
"934",9,126,"yes",1,6,4,3,0
"935",9,126,"yes",1,7,4,3,0
"936",9,126,"yes",1,8,4,3,0
"937",9,126,"yes",1,9,4,3,0
"938",9,126,"yes",1,10,4,3,1
"939",9,127,"yes",0,1,4,3,0
"940",9,127,"yes",0,2,4,3,0
"941",9,127,"yes",0,3,4,3,0
"942",9,127,"yes",0,4,4,1,0
"943",9,127,"yes",0,5,4,1,0
"944",9,127,"yes",0,6,4,2,0
"945",9,127,"yes",0,7,4,1,-1
"946",9,128,"yes",0,1,4,2,0
"947",9,128,"yes",0,2,1,-3,0
"948",9,128,"yes",0,3,1,-3,0
"949",9,128,"yes",0,4,4,2,0
"950",9,128,"yes",0,5,1,-2,0
"951",9,128,"yes",0,6,1,-1,0
"952",9,128,"yes",0,7,4,1,0
"953",9,128,"yes",0,8,1,-3,0
"954",9,128,"yes",0,9,3,0,0
"955",9,128,"yes",0,10,4,3,-1
"956",9,129,"yes",0,1,4,3,0
"957",9,129,"yes",0,2,4,2,0
"958",9,129,"yes",0,3,4,3,0
"959",9,129,"yes",0,4,1,-2,0
"960",9,129,"yes",0,5,1,-3,0
"961",9,129,"yes",0,6,1,-3,0
"962",9,129,"yes",0,7,1,-2,0
"963",9,129,"yes",0,8,1,-1,-1
"964",9,130,"yes",1,1,4,3,0
"965",9,130,"yes",1,2,1,-1,0
"966",9,130,"yes",1,3,4,2,0
"967",9,130,"yes",1,4,4,3,0
"968",9,130,"yes",1,5,4,2,0
"969",9,130,"yes",1,6,4,3,1
"970",9,131,"yes",0,1,4,2,0
"971",9,131,"yes",0,2,4,1,0
"972",9,131,"yes",0,3,1,-3,0
"973",9,131,"yes",0,4,4,1,0
"974",9,131,"yes",0,5,1,-2,-1
"975",9,132,"yes",1,1,4,2,0
"976",9,132,"yes",1,2,1,-2,0
"977",9,132,"yes",1,3,1,-2,0
"978",9,132,"yes",1,4,4,1,0
"979",9,132,"yes",1,5,3,0,0
"980",9,132,"yes",1,6,1,-1,0
"981",9,132,"yes",1,7,4,1,0
"982",9,132,"yes",1,8,4,2,1
"983",9,133,"yes",1,1,4,3,0
"984",9,133,"yes",1,2,4,3,0
"985",9,133,"yes",1,3,1,-3,0
"986",9,133,"yes",1,4,4,3,0
"987",9,133,"yes",1,5,4,2,1
"988",9,134,"yes",0,1,4,2,0
"989",9,134,"yes",0,2,4,3,0
"990",9,134,"yes",0,3,1,-3,0
"991",9,134,"yes",0,4,1,-3,0
"992",9,134,"yes",0,5,1,-3,-1
"993",9,135,"yes",1,1,4,3,0
"994",9,135,"yes",1,2,4,2,0
"995",9,135,"yes",1,3,4,1,0
"996",9,135,"yes",1,4,4,1,1
"997",9,136,"yes",1,1,4,3,0
"998",9,136,"yes",1,2,4,3,0
"999",9,136,"yes",1,3,4,3,1
"1000",9,137,"yes",1,1,4,3,0
"1001",9,137,"yes",1,2,4,2,0
"1002",9,137,"yes",1,3,4,2,0
"1003",9,137,"yes",1,4,4,2,0
"1004",9,137,"yes",1,5,4,2,1
"1005",9,138,"yes",1,1,4,3,0
"1006",9,138,"yes",1,2,5,3,1
"1007",9,139,"yes",1,1,4,2,0
"1008",9,139,"yes",1,2,4,2,1
"1009",9,140,"yes",0,1,4,3,0
"1010",9,140,"yes",0,2,4,2,0
"1011",9,140,"yes",0,3,1,-3,-1
"1012",9,141,"yes",1,1,4,3,0
"1013",9,141,"yes",1,2,4,3,0
"1014",9,141,"yes",1,3,4,3,0
"1015",9,141,"yes",1,4,4,3,0
"1016",9,141,"yes",1,5,4,3,0
"1017",9,141,"yes",1,6,4,3,0
"1018",9,141,"yes",1,7,4,3,1
"1019",9,142,"yes",0,1,4,3,0
"1020",9,142,"yes",0,2,1,-3,0
"1021",9,142,"yes",0,3,3,0,-1
"1022",9,143,"yes",1,1,4,3,0
"1023",9,143,"yes",1,2,4,3,0
"1024",9,143,"yes",1,3,1,-3,0
"1025",9,143,"yes",1,4,4,3,0
"1026",9,143,"yes",1,5,4,2,0
"1027",9,143,"yes",1,6,4,2,0
"1028",9,143,"yes",1,7,4,2,1
"1029",9,144,"yes",0,1,4,1,0
"1030",9,144,"yes",0,2,1,-2,0
"1031",9,144,"yes",0,3,4,1,0
"1032",9,144,"yes",0,4,1,-2,0
"1033",9,144,"yes",0,5,2,-1,-1
"1034",9,145,"yes",0,1,4,1,0
"1035",9,145,"yes",0,2,4,3,0
"1036",9,145,"yes",0,3,4,3,0
"1037",9,145,"yes",0,4,4,3,0
"1038",9,145,"yes",0,5,4,3,0
"1039",9,145,"yes",0,6,4,3,0
"1040",9,145,"yes",0,7,4,3,-1
"1041",9,146,"yes",1,1,4,3,0
"1042",9,146,"yes",1,2,4,3,0
"1043",9,146,"yes",1,3,4,3,0
"1044",9,146,"yes",1,4,4,3,0
"1045",9,146,"yes",1,5,4,3,0
"1046",9,146,"yes",1,6,5,3,1
"1047",9,147,"yes",0,1,4,2,0
"1048",9,147,"yes",0,2,1,-3,0
"1049",9,147,"yes",0,3,1,-2,0
"1050",9,147,"yes",0,4,1,-3,0
"1051",9,147,"yes",0,5,1,-3,0
"1052",9,147,"yes",0,6,1,-3,-1
"1053",9,148,"yes",0,1,4,3,0
"1054",9,148,"yes",0,2,4,3,0
"1055",9,148,"yes",0,3,1,-2,0
"1056",9,148,"yes",0,4,3,0,0
"1057",9,148,"yes",0,5,1,-2,0
"1058",9,148,"yes",0,6,1,-3,-1
"1059",9,149,"yes",1,1,4,2,0
"1060",9,149,"yes",1,2,4,2,0
"1061",9,149,"yes",1,3,3,0,0
"1062",9,149,"yes",1,4,4,2,1
"1063",9,150,"yes",0,1,4,1,0
"1064",9,150,"yes",0,2,5,2,0
"1065",9,150,"yes",0,3,4,2,0
"1066",9,150,"yes",0,4,4,2,0
"1067",9,150,"yes",0,5,4,2,0
"1068",9,150,"yes",0,6,4,3,0
"1069",9,150,"yes",0,7,4,3,-1
"1070",9,151,"yes",0,1,4,3,0
"1071",9,151,"yes",0,2,4,2,0
"1072",9,151,"yes",0,3,4,2,0
"1073",9,151,"yes",0,4,3,0,0
"1074",9,151,"yes",0,5,4,2,0
"1075",9,151,"yes",0,6,4,3,-1
"1076",9,152,"yes",0,1,3,0,0
"1077",9,152,"yes",0,2,4,3,0
"1078",9,152,"yes",0,3,4,2,0
"1079",9,152,"yes",0,4,4,1,0
"1080",9,152,"yes",0,5,1,-2,-1
"1081",9,153,"yes",1,1,4,2,0
"1082",9,153,"yes",1,2,4,2,0
"1083",9,153,"yes",1,3,4,2,0
"1084",9,153,"yes",1,4,4,2,0
"1085",9,153,"yes",1,5,1,-1,1
"1086",9,154,"yes",1,1,3,0,0
"1087",9,154,"yes",1,2,3,0,0
"1088",9,154,"yes",1,3,3,0,0
"1089",9,154,"yes",1,4,4,3,0
"1090",9,154,"yes",1,5,4,3,0
"1091",9,154,"yes",1,6,4,3,1
"1092",9,155,"yes",1,1,4,3,0
"1093",9,155,"yes",1,2,4,3,0
"1094",9,155,"yes",1,3,4,3,0
"1095",9,155,"yes",1,4,4,3,0
"1096",9,155,"yes",1,5,4,3,0
"1097",9,155,"yes",1,6,4,3,0
"1098",9,155,"yes",1,7,4,3,1
"1099",9,156,"yes",1,1,4,3,0
"1100",9,156,"yes",1,2,1,-2,0
"1101",9,156,"yes",1,3,1,-1,0
"1102",9,156,"yes",1,4,4,2,0
"1103",9,156,"yes",1,5,1,-2,0
"1104",9,156,"yes",1,6,4,3,1
"1105",9,157,"yes",1,1,4,3,0
"1106",9,157,"yes",1,2,4,1,0
"1107",9,157,"yes",1,3,1,-1,0
"1108",9,157,"yes",1,4,4,3,0
"1109",9,157,"yes",1,5,4,3,1
"1110",9,158,"yes",1,1,4,3,0
"1111",9,158,"yes",1,2,1,-3,0
"1112",9,158,"yes",1,3,4,3,0
"1113",9,158,"yes",1,4,1,-2,1
"1114",9,159,"yes",0,1,4,3,0
"1115",9,159,"yes",0,2,1,-3,0
"1116",9,159,"yes",0,3,1,-3,0
"1117",9,159,"yes",0,4,1,-3,0
"1118",9,159,"yes",0,5,1,-2,0
"1119",9,159,"yes",0,6,1,-3,-1
"1120",9,160,"yes",1,1,4,3,0
"1121",9,160,"yes",1,2,4,3,0
"1122",9,160,"yes",1,3,4,1,0
"1123",9,160,"yes",1,4,4,1,0
"1124",9,160,"yes",1,5,1,-3,0
"1125",9,160,"yes",1,6,1,-3,0
"1126",9,160,"yes",1,7,4,1,0
"1127",9,160,"yes",1,8,4,3,0
"1128",9,160,"yes",1,9,1,-3,1
"1129",9,161,"yes",0,1,4,1,0
"1130",9,161,"yes",0,2,1,-2,0
"1131",9,161,"yes",0,3,1,-3,-1
"1132",9,162,"yes",0,1,4,3,0
"1133",9,162,"yes",0,2,1,-3,0
"1134",9,162,"yes",0,3,1,-3,0
"1135",9,162,"yes",0,4,4,2,0
"1136",9,162,"yes",0,5,4,3,0
"1137",9,162,"yes",0,6,3,0,0
"1138",9,162,"yes",0,7,1,-3,0
"1139",9,162,"yes",0,8,1,-3,-1
"1140",9,163,"yes",1,1,4,2,0
"1141",9,163,"yes",1,2,4,2,0
"1142",9,163,"yes",1,3,4,3,0
"1143",9,163,"yes",1,4,5,3,0
"1144",9,163,"yes",1,5,4,3,0
"1145",9,163,"yes",1,6,4,3,0
"1146",9,163,"yes",1,7,4,1,1
"1147",9,164,"yes",1,1,4,3,0
"1148",9,164,"yes",1,2,4,3,0
"1149",9,164,"yes",1,3,4,1,0
"1150",9,164,"yes",1,4,4,1,0
"1151",9,164,"yes",1,5,4,3,0
"1152",9,164,"yes",1,6,4,2,1
"1153",9,165,"yes",0,1,4,2,0
"1154",9,165,"yes",0,2,1,-3,0
"1155",9,165,"yes",0,3,1,-1,0
"1156",9,165,"yes",0,4,1,-3,0
"1157",9,165,"yes",0,5,1,-2,0
"1158",9,165,"yes",0,6,4,1,0
"1159",9,165,"yes",0,7,4,2,0
"1160",9,165,"yes",0,8,1,-2,0
"1161",9,165,"yes",0,9,4,1,0
"1162",9,165,"yes",0,10,4,1,0
"1163",9,165,"yes",0,11,1,-2,0
"1164",9,165,"yes",0,12,1,-3,0
"1165",9,165,"yes",0,13,1,-3,0
"1166",9,165,"yes",0,14,1,-3,0
"1167",9,165,"yes",0,15,1,-3,-1
"1168",9,166,"yes",1,1,4,3,0
"1169",9,166,"yes",1,2,4,3,0
"1170",9,166,"yes",1,3,1,-2,0
"1171",9,166,"yes",1,4,4,3,0
"1172",9,166,"yes",1,5,1,-1,0
"1173",9,166,"yes",1,6,4,1,0
"1174",9,166,"yes",1,7,4,2,0
"1175",9,166,"yes",1,8,1,-1,0
"1176",9,166,"yes",1,9,1,-2,0
"1177",9,166,"yes",1,10,4,3,1
"1178",9,167,"yes",0,1,4,3,0
"1179",9,167,"yes",0,2,4,3,0
"1180",9,167,"yes",0,3,1,-3,0
"1181",9,167,"yes",0,4,1,-1,-1
"1182",9,168,"yes",0,1,4,2,0
"1183",9,168,"yes",0,2,1,-2,0
"1184",9,168,"yes",0,3,1,-3,0
"1185",9,168,"yes",0,4,1,-3,0
"1186",9,168,"yes",0,5,1,-3,0
"1187",9,168,"yes",0,6,4,3,-1
"1188",9,169,"yes",0,1,4,3,0
"1189",9,169,"yes",0,2,1,-2,0
"1190",9,169,"yes",0,3,4,1,0
"1191",9,169,"yes",0,4,1,-1,0
"1192",9,169,"yes",0,5,1,-2,-1
"1193",9,170,"yes",1,1,4,3,0
"1194",9,170,"yes",1,2,1,-3,0
"1195",9,170,"yes",1,3,4,2,0
"1196",9,170,"yes",1,4,4,2,0
"1197",9,170,"yes",1,5,4,2,0
"1198",9,170,"yes",1,6,4,1,0
"1199",9,170,"yes",1,7,4,1,0
"1200",9,170,"yes",1,8,4,3,0
"1201",9,170,"yes",1,9,4,3,0
"1202",9,170,"yes",1,10,4,3,0
"1203",9,170,"yes",1,11,4,3,0
"1204",9,170,"yes",1,12,4,3,0
"1205",9,170,"yes",1,13,4,1,1
"1206",9,171,"yes",0,1,4,1,0
"1207",9,171,"yes",0,2,4,1,0
"1208",9,171,"yes",0,3,4,1,0
"1209",9,171,"yes",0,4,4,1,-1
"1210",9,172,"yes",1,1,4,3,0
"1211",9,172,"yes",1,2,1,-2,0
"1212",9,172,"yes",1,3,1,-1,0
"1213",9,172,"yes",1,4,1,-1,0
"1214",9,172,"yes",1,5,1,-1,0
"1215",9,172,"yes",1,6,4,1,0
"1216",9,172,"yes",1,7,4,2,1
"1217",9,173,"yes",0,1,4,3,0
"1218",9,173,"yes",0,2,1,-2,0
"1219",9,173,"yes",0,3,4,1,0
"1220",9,173,"yes",0,4,4,1,-1
"1221",9,174,"yes",0,1,4,3,0
"1222",9,174,"yes",0,2,1,-3,0
"1223",9,174,"yes",0,3,4,2,0
"1224",9,174,"yes",0,4,1,-1,0
"1225",9,174,"yes",0,5,1,-1,0
"1226",9,174,"yes",0,6,1,-3,-1
"1227",9,175,"yes",0,1,4,3,0
"1228",9,175,"yes",0,2,1,-3,0
"1229",9,175,"yes",0,3,4,3,0
"1230",9,175,"yes",0,4,1,-2,0
"1231",9,175,"yes",0,5,1,-3,-1
"1232",9,176,"yes",1,1,4,3,0
"1233",9,176,"yes",1,2,1,-1,0
"1234",9,176,"yes",1,3,4,3,1
"1235",9,177,"yes",0,1,4,2,0
"1236",9,177,"yes",0,2,1,-2,0
"1237",9,177,"yes",0,3,4,1,0
"1238",9,177,"yes",0,4,1,-1,0
"1239",9,177,"yes",0,5,1,-3,0
"1240",9,177,"yes",0,6,4,3,0
"1241",9,177,"yes",0,7,4,3,0
"1242",9,177,"yes",0,8,4,1,-1
"1243",9,178,"yes",1,1,4,3,0
"1244",9,178,"yes",1,2,4,2,0
"1245",9,178,"yes",1,3,3,0,0
"1246",9,178,"yes",1,4,4,2,0
"1247",9,178,"yes",1,5,3,0,0
"1248",9,178,"yes",1,6,4,3,1
"1249",9,179,"yes",0,1,4,2,0
"1250",9,179,"yes",0,2,1,-2,0
"1251",9,179,"yes",0,3,4,2,0
"1252",9,179,"yes",0,4,4,2,0
"1253",9,179,"yes",0,5,1,-2,0
"1254",9,179,"yes",0,6,3,0,0
"1255",9,179,"yes",0,7,1,-2,-1
"1256",9,180,"yes",1,1,4,3,0
"1257",9,180,"yes",1,2,3,0,0
"1258",9,180,"yes",1,3,3,0,0
"1259",9,180,"yes",1,4,3,0,0
"1260",9,180,"yes",1,5,4,1,0
"1261",9,180,"yes",1,6,4,2,0
"1262",9,180,"yes",1,7,4,1,0
"1263",9,180,"yes",1,8,4,2,0
"1264",9,180,"yes",1,9,4,3,1
"1265",9,181,"yes",1,1,4,3,0
"1266",9,181,"yes",1,2,4,2,0
"1267",9,181,"yes",1,3,1,-1,0
"1268",9,181,"yes",1,4,4,1,0
"1269",9,181,"yes",1,5,1,-1,0
"1270",9,181,"yes",1,6,1,-1,0
"1271",9,181,"yes",1,7,3,0,0
"1272",9,181,"yes",1,8,4,3,1
"1273",9,182,"yes",1,1,4,3,0
"1274",9,182,"yes",1,2,4,3,0
"1275",9,182,"yes",1,3,4,3,0
"1276",9,182,"yes",1,4,4,3,1
"1277",9,183,"yes",1,1,4,3,0
"1278",9,183,"yes",1,2,4,3,0
"1279",9,183,"yes",1,3,1,-1,0
"1280",9,183,"yes",1,4,1,-2,0
"1281",9,183,"yes",1,5,1,-1,0
"1282",9,183,"yes",1,6,2,-1,1
"1283",9,184,"yes",1,1,4,2,0
"1284",9,184,"yes",1,2,4,3,0
"1285",9,184,"yes",1,3,4,3,0
"1286",9,184,"yes",1,4,4,3,0
"1287",9,184,"yes",1,5,4,3,0
"1288",9,184,"yes",1,6,4,3,1
"1289",9,185,"yes",0,1,4,3,0
"1290",9,185,"yes",0,2,4,2,0
"1291",9,185,"yes",0,3,4,2,0
"1292",9,185,"yes",0,4,1,-3,0
"1293",9,185,"yes",0,5,1,-1,0
"1294",9,185,"yes",0,6,1,-1,-1
"1295",9,186,"yes",1,1,4,3,0
"1296",9,186,"yes",1,2,4,3,0
"1297",9,186,"yes",1,3,4,3,0
"1298",9,186,"yes",1,4,4,3,0
"1299",9,186,"yes",1,5,4,3,0
"1300",9,186,"yes",1,6,4,3,0
"1301",9,186,"yes",1,7,4,3,0
"1302",9,186,"yes",1,8,4,3,0
"1303",9,186,"yes",1,9,4,3,0
"1304",9,186,"yes",1,10,3,0,0
"1305",9,186,"yes",1,11,4,3,0
"1306",9,186,"yes",1,12,4,3,0
"1307",9,186,"yes",1,13,4,3,1
"1308",9,187,"yes",1,1,4,3,0
"1309",9,187,"yes",1,2,4,3,0
"1310",9,187,"yes",1,3,4,3,0
"1311",9,187,"yes",1,4,1,-2,0
"1312",9,187,"yes",1,5,1,-3,0
"1313",9,187,"yes",1,6,4,1,0
"1314",9,187,"yes",1,7,4,3,1
"1315",9,188,"yes",1,1,4,3,0
"1316",9,188,"yes",1,2,4,3,0
"1317",9,188,"yes",1,3,4,2,0
"1318",9,188,"yes",1,4,4,3,0
